dataset,budget,method,cap,ndcg10_linear,ndcg10_exponential,recall
trec-covid-chrono-r1,4096,fixed_topL_zero,100,0.706246183076777,0.6763514975145122,0.27864977494066717
trec-covid-chrono-r1,8192,balanced_cert,20,0.706246183076777,0.6763514975145122,0.10287365229194828
trec-covid-chrono-r1,8192,balanced_cert,100,0.706246183076777,0.6763514975145122,0.20293772386054973
trec-covid-chrono-r1,8192,balanced_zero,20,0.706246183076777,0.6763514975145122,0.10638787140616739
trec-covid-chrono-r1,8192,balanced_zero,100,0.706246183076777,0.6763514975145122,0.27960000018578035
trec-covid-chrono-r1,8192,blocker_cert,20,0.706246183076777,0.6763514975145122,0.10287365229194828
trec-covid-chrono-r1,8192,blocker_cert,100,0.706246183076777,0.6763514975145122,0.20741636428727728
trec-covid-chrono-r1,8192,blocker_zero,20,0.706246183076777,0.6763514975145122,0.10600908352737952
trec-covid-chrono-r1,8192,blocker_zero,100,0.706246183076777,0.6763514975145122,0.27960000018578035
trec-covid-chrono-r1,8192,fixed_topL_zero,20,0.706246183076777,0.6763514975145122,0.10638787140616739
trec-covid-chrono-r1,8192,fixed_topL_zero,100,0.706246183076777,0.6763514975145122,0.27960000018578035
trec-covid-chrono-r1,10000,balanced_cert,20,0.706246183076777,0.6763514975145122,0.10287365229194828
trec-covid-chrono-r1,10000,balanced_cert,100,0.706246183076777,0.6763514975145122,0.20741636428727728
trec-covid-chrono-r1,10000,balanced_zero,20,0.706246183076777,0.6763514975145122,0.10600908352737952
trec-covid-chrono-r1,10000,balanced_zero,100,0.706246183076777,0.6763514975145122,0.27960000018578035
trec-covid-chrono-r1,10000,blocker_cert,20,0.706246183076777,0.6763514975145122,0.10287365229194828
trec-covid-chrono-r1,10000,blocker_cert,100,0.706246183076777,0.6763514975145122,0.20741636428727728
trec-covid-chrono-r1,10000,blocker_zero,20,0.706246183076777,0.6763514975145122,0.10600908352737952
trec-covid-chrono-r1,10000,blocker_zero,100,0.706246183076777,0.6763514975145122,0.27960000018578035
trec-covid-chrono-r1,10000,fixed_topL_zero,20,0.706246183076777,0.6763514975145122,0.10600908352737952
