dataset,query_id,budget,cap,method,dense_depth,sparse_depth,actual_reads,candidates,returned,empty,has10,exact10,position_agreement10,top10_set_same_order_diff,ndcg10,recall
msmarco-passage-trec-dl-2019,1110199,10000,100,balanced_zero,5000,5000,10000,8013,100,0,1,1,1.0,0,0.4492665775732898,0.5142857142857142
msmarco-passage-trec-dl-2019,1110199,10000,20,balanced_cert,5000,5000,10000,8013,19,0,1,1,1.0,0,0.4492665775732898,0.2857142857142857
msmarco-passage-trec-dl-2019,1110199,10000,100,balanced_cert,5000,5000,10000,8013,19,0,1,1,1.0,0,0.4492665775732898,0.2857142857142857
msmarco-passage-trec-dl-2019,1110199,10000,20,blocker_zero,5000,5000,10000,8013,20,0,1,1,1.0,0,0.4492665775732898,0.3142857142857143
msmarco-passage-trec-dl-2019,1110199,10000,100,blocker_zero,5000,5000,10000,8013,100,0,1,1,1.0,0,0.4492665775732898,0.5142857142857142
msmarco-passage-trec-dl-2019,1110199,10000,20,blocker_cert,5000,5000,10000,8013,19,0,1,1,1.0,0,0.4492665775732898,0.2857142857142857
msmarco-passage-trec-dl-2019,1110199,10000,100,blocker_cert,5000,5000,10000,8013,19,0,1,1,1.0,0,0.4492665775732898,0.2857142857142857
msmarco-passage-trec-dl-2019,1063750,128,20,fixed_topL_zero,64,64,128,122,20,0,1,0,0.5,0,0.3759346413381886,0.03985507246376811
msmarco-passage-trec-dl-2019,1063750,128,100,fixed_topL_zero,64,64,128,122,100,0,1,0,0.5,0,0.3759346413381886,0.15579710144927536
msmarco-passage-trec-dl-2019,1063750,128,20,balanced_zero,64,64,128,122,20,0,1,0,0.5,0,0.3759346413381886,0.03985507246376811
msmarco-passage-trec-dl-2019,1063750,128,100,balanced_zero,64,64,128,122,100,0,1,0,0.5,0,0.3759346413381886,0.15579710144927536
msmarco-passage-trec-dl-2019,1063750,128,20,balanced_cert,64,64,128,122,4,0,0,0,0.4,0,0.2885562289271896,0.010869565217391304
msmarco-passage-trec-dl-2019,1063750,128,100,balanced_cert,64,64,128,122,4,0,0,0,0.4,0,0.2885562289271896,0.010869565217391304
msmarco-passage-trec-dl-2019,1063750,128,20,blocker_zero,64,64,128,122,20,0,1,0,0.5,0,0.3759346413381886,0.03985507246376811
msmarco-passage-trec-dl-2019,1063750,128,100,blocker_zero,64,64,128,122,100,0,1,0,0.5,0,0.3759346413381886,0.15579710144927536
msmarco-passage-trec-dl-2019,1063750,128,20,blocker_cert,64,64,128,122,4,0,0,0,0.4,0,0.2885562289271896,0.010869565217391304
msmarco-passage-trec-dl-2019,1063750,128,100,blocker_cert,64,64,128,122,4,0,0,0,0.4,0,0.2885562289271896,0.010869565217391304
msmarco-passage-trec-dl-2019,1063750,256,20,fixed_topL_zero,128,128,256,243,20,0,1,0,0.6,0,0.34674173605954983,0.036231884057971016
msmarco-passage-trec-dl-2019,1063750,256,100,fixed_topL_zero,128,128,256,243,100,0,1,0,0.6,0,0.34674173605954983,0.15217391304347827
msmarco-passage-trec-dl-2019,1063750,256,20,balanced_zero,128,128,256,243,20,0,1,0,0.6,0,0.34674173605954983,0.036231884057971016
msmarco-passage-trec-dl-2019,1063750,256,100,balanced_zero,128,128,256,243,100,0,1,0,0.6,0,0.34674173605954983,0.15217391304347827
msmarco-passage-trec-dl-2019,1063750,256,20,balanced_cert,128,128,256,243,6,0,0,0,0.6,0,0.2885562289271896,0.010869565217391304
msmarco-passage-trec-dl-2019,1063750,256,100,balanced_cert,128,128,256,243,6,0,0,0,0.6,0,0.2885562289271896,0.010869565217391304
msmarco-passage-trec-dl-2019,1063750,256,20,blocker_zero,128,128,256,243,20,0,1,0,0.6,0,0.34674173605954983,0.036231884057971016
msmarco-passage-trec-dl-2019,1063750,256,100,blocker_zero,128,128,256,243,100,0,1,0,0.6,0,0.34674173605954983,0.15217391304347827
msmarco-passage-trec-dl-2019,1063750,256,20,blocker_cert,128,128,256,243,6,0,0,0,0.6,0,0.2885562289271896,0.010869565217391304
msmarco-passage-trec-dl-2019,1063750,256,100,blocker_cert,128,128,256,243,6,0,0,0,0.6,0,0.2885562289271896,0.010869565217391304
msmarco-passage-trec-dl-2019,1063750,512,20,fixed_topL_zero,256,256,512,488,20,0,1,0,0.8,0,0.46774631970087976,0.036231884057971016
